Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,converted,pred_prob,predicted_values,Lead Score
ecbc6e69-29a9-44bf-804a-13079ef301bc,660461,Landing Page Submission,Google,No,No,0,4.0,771,4.0,Email Link Clicked,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Link Clicked,1.0,0.6785394053670845,1.0,67.85394053670845
ecd117ca-375f-49ea-afd6-b52b84d00c69,660458,API,Google,No,No,1,6.0,1137,1.5,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened,1.0,0.6920070842863221,1.0,69.20070842863221
31c326f0-4a9b-43a6-9006-99d3830fbcae,660447,Landing Page Submission,Google,No,No,1,3.0,1068,3.0,Form Submitted on Website,India,Travel and Tourism,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Mumbai,02.Medium,02.Medium,14.0,16.0,No,No,Modified,1.0,0.963725646156211,1.0,96.3725646156211
c494aca4-8c8e-4081-9784-41eb6346015e,660432,Landing Page Submission,Organic Search,No,No,1,4.0,1000,2.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Cities,03.Low,01.High,11.0,18.0,No,Yes,Email Opened,0.0,0.1387816136362044,0.0,13.878161363620439
6d143c0e-abae-425f-a2c0-52c2946cbd45,660424,Landing Page Submission,Google,No,No,1,6.0,1315,6.0,Email Opened,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,19.0,No,No,Email Opened,0.0,0.12610319186187324,0.0,12.610319186187324
8247051c-f838-4a41-b39c-1f0b44c3d5e6,660423,Landing Page Submission,Direct Traffic,No,No,0,5.0,182,5.0,Email Opened,India,Select,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened,1.0,0.6597524021991218,1.0,65.97524021991218
b3455e2e-8236-478a-b1aa-666ad3381722,660410,API,Google,No,No,1,3.0,78,3.0,Unreachable,India,International Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,01.High,01.High,16.0,18.0,No,No,Unreachable,0.0,0.02198825436046378,0.0,2.198825436046378
da8c5ce5-52b5-4a4e-bf75-e533d2aca52c,660402,Landing Page Submission,Direct Traffic,No,No,1,7.0,1174,3.5,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Email Opened,0.0,0.027307106817296888,0.0,2.730710681729689
d2055a36-b268-43a0-beeb-9a715f6a660d,660374,API,Google,No,No,0,3.0,88,1.5,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Modified,1.0,0.8545331597332164,1.0,85.45331597332164
c7d82991-3477-40ca-a616-db2d09228a55,660361,API,Referral Sites,No,No,0,4.0,223,2.0,Page Visited on Website,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Select,Select,02.Medium,02.Medium,15.0,13.0,No,No,Modified,0.0,0.3367378201498105,0.0,33.67378201498105
5af0914a-fa65-48e1-b11e-b44849206dc3,660339,API,Organic Search,No,No,0,3.0,74,1.5,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,03.Low,02.Medium,12.0,15.0,No,No,Modified,0.0,0.0070761665316749515,0.0,0.7076166531674951
bc19e116-132c-4e00-a3fa-caa1ddda2f4e,660333,Landing Page Submission,Organic Search,No,No,1,4.0,16,2.0,Page Visited on Website,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,17.0,No,Yes,Modified,0.0,0.6236054970073341,1.0,62.360549700733415
30422ea1-36fe-465e-9e68-41ee190fefb3,660321,API,Referral Sites,No,No,1,3.0,98,3.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,14.0,15.0,No,No,Modified,0.0,0.32878688901817077,0.0,32.87868890181708
a8ecfc52-9988-498a-9a21-df747891b847,660312,Landing Page Submission,Google,No,No,0,4.0,1622,4.0,Unreachable,India,Operations Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,03.Low,01.High,12.0,18.0,No,No,Modified,0.0,0.03564799863120071,0.0,3.564799863120071
e60a54bc-0816-430e-a99a-019a8b5a27e5,660267,Landing Page Submission,Google,No,No,1,5.0,563,5.0,Email Opened,India,Finance Management,Student of SomeSchool,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,No,Email Opened,0.0,0.04891247035649153,0.0,4.891247035649153
e50b7515-b5a5-4691-a450-5e28ba99b472,660255,API,Google,No,No,0,2.0,310,2.0,Email Link Clicked,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Email Link Clicked,0.0,0.43883087869734205,1.0,43.883087869734204
d6686032-c65e-4495-a0f4-ba7471209356,660236,Landing Page Submission,Google,No,No,1,4.0,25,4.0,Email Opened,India,Operations Management,Email,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,14.0,19.0,No,No,Email Opened,1.0,0.7738392499795409,1.0,77.3839249979541
daebea93-20bd-48be-b89b-85c7711ca0d7,660235,API,Direct Traffic,No,No,0,3.0,342,3.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened,1.0,0.1998262935213699,0.0,19.98262935213699
3ec75559-60f8-46f0-9198-bd3d05c464aa,660222,Landing Page Submission,Organic Search,Yes,No,0,7.0,38,7.0,Unsubscribed,India,Retail Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Other Leads,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Unsubscribed,0.0,0.8885762391505733,1.0,88.85762391505733
d262e52a-b8e1-4164-b869-bb199ddf75a9,660215,API,Google,No,No,0,5.0,199,5.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened,0.0,0.023203353975478465,0.0,2.3203353975478467
abc432ac-7393-4312-b49f-c43702397416,660203,Landing Page Submission,Google,No,No,0,5.0,222,5.0,Email Opened,India,Finance Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened,1.0,0.6709658988091077,1.0,67.09658988091077
85195b85-b384-4745-8e50-719566f70f52,660194,Landing Page Submission,Direct Traffic,No,No,0,6.0,275,3.0,Email Opened,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,in touch with EINS,,No,No,Select,Mumbai,03.Low,01.High,10.0,18.0,No,Yes,Email Opened,1.0,0.9266795969333106,1.0,92.66795969333106
fd31b6df-f961-43ba-8e81-618ce5aabfe5,660180,Landing Page Submission,Google,No,No,0,4.0,287,2.0,Email Opened,India,Marketing Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened,0.0,0.42973167964222275,1.0,42.97316796422228
18633077-5162-4cc6-8728-bc25f7a32fd1,660174,Landing Page Submission,Direct Traffic,No,No,0,2.0,547,2.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,Email Opened,1.0,0.9783959190865305,1.0,97.83959190865305
3f04fd93-2884-45f6-a4fc-f3b6f234554b,660153,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,0.0,0.012285182418143806,0.0,1.2285182418143807
86681269-67b1-4909-90c0-216136535815,660149,API,Google,No,No,0,6.0,1225,6.0,Page Visited on Website,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Worst,No,No,Other Leads,Thane & Outskirts,03.Low,02.Medium,12.0,15.0,No,No,Modified,1.0,0.9246547621317678,1.0,92.46547621317677
319325b3-50b3-45d0-b730-c9df0b30b9ea,660128,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,1.0,0.9817874754267483,1.0,98.17874754267483
2def8175-7a88-405a-a932-669cacf60230,660087,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,15.0,16.0,No,No,Modified,0.0,0.031507494160938225,0.0,3.1507494160938223
1f13cede-ebf7-4e65-84ee-7d76e86a9094,660070,Landing Page Submission,Google,No,No,0,5.0,160,5.0,Email Opened,India,Business Administration,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Select,Mumbai,01.High,01.High,17.0,18.0,No,No,Email Opened,0.0,0.29424756314443967,0.0,29.424756314443968
8597dacd-0b33-4b4f-ad9e-a9df020afd48,660069,Landing Page Submission,Organic Search,No,No,0,6.0,394,2.0,Unreachable,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,02.Medium,02.Medium,13.0,15.0,No,Yes,Modified,1.0,0.7395062274704144,1.0,73.95062274704144
833153b1-e44b-4260-a4cc-5ef310cc548c,660050,API,Google,No,No,0,6.0,286,1.5,Olark Chat Conversation,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16.0,15.0,No,No,Modified,1.0,0.9748729820437416,1.0,97.48729820437416
b9984279-2d76-41e0-a5f3-e14d6ff68f20,660048,API,Organic Search,No,No,0,7.0,96,2.33,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened,1.0,0.9716382818161913,1.0,97.16382818161912
165a8ed0-7155-4b32-bb21-b356c51e0412,660030,API,Organic Search,No,No,0,2.0,12,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Email Opened,0.0,0.09162583827559766,0.0,9.162583827559766
59e722da-edff-43d9-af61-f5c8bcc986c4,659998,Landing Page Submission,Referral Sites,No,No,1,13.0,436,13.0,Form Submitted on Website,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Low in Relevance,No,No,Potential Lead,Other Metro Cities,02.Medium,02.Medium,15.0,13.0,No,No,Modified,0.0,0.2406085562110935,0.0,24.06085562110935
171defdc-6c7b-4486-9a3b-527de447d2d5,659963,API,Referral Sites,No,No,1,8.0,903,8.0,Page Visited on Website,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,01.High,02.Medium,16.0,15.0,No,No,Page Visited on Website,0.0,0.03199083806421446,0.0,3.199083806421446
d93bfdc0-4719-4f0a-ad6b-31070823dfbb,659942,Landing Page Submission,Organic Search,No,No,0,17.0,409,8.5,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified,0.0,0.004740638016152941,0.0,0.4740638016152941
d22bfe40-a444-4e97-b6b7-ccf40117710b,659937,Landing Page Submission,Referral Sites,No,No,0,11.0,685,5.5,Email Opened,India,Services Excellence,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Not Sure,No,No,Select,Thane & Outskirts,03.Low,02.Medium,11.0,13.0,No,Yes,Email Opened,0.0,0.2570123498905232,0.0,25.701234989052317
b90b70b9-5e60-41a5-87da-5eb753fc3391,659931,API,Google,No,No,0,4.0,213,4.0,Form Submitted on Website,India,International Business,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Other Leads,Mumbai,02.Medium,02.Medium,13.0,16.0,No,No,Modified,0.0,0.012285182418143806,0.0,1.2285182418143807
aa613715-ff22-429d-9fbb-92da56b827aa,659925,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened,0.0,0.019551289992933495,0.0,1.9551289992933496
0327a12a-51cb-4782-a029-cc824e614833,659918,API,Organic Search,No,No,1,7.0,1468,3.5,Page Visited on Website,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Modified,0.0,0.1898016715491309,0.0,18.98016715491309
dba70a60-f322-4372-b7d5-3d24026a4750,659896,API,Olark Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15.0,15.0,No,No,Modified,1.0,0.9969747041317959,1.0,99.69747041317959
3ee81e25-e280-428d-94a8-af0178917bf5,659889,Landing Page Submission,Direct Traffic,No,No,1,4.0,1435,4.0,Email Opened,India,Operations Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities,03.Low,01.High,12.0,18.0,No,Yes,Email Opened,1.0,0.8298058667792357,1.0,82.98058667792357
a66b2a39-2f12-4eb4-b6e3-065d88ccf980,659875,Landing Page Submission,Google,No,No,1,1.0,157,1.0,Converted to Lead,India,Hospitality Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities of Maharashtra,02.Medium,02.Medium,15.0,14.0,No,No,Modified,0.0,0.012285182418143806,0.0,1.2285182418143807
ee859f2e-a35f-4d2e-980e-8163da8ca667,659853,API,Google,No,No,1,3.0,885,1.5,Had a Phone Conversation,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Had a Phone Conversation,0.0,0.4656226767804584,1.0,46.562267678045835
34571884-9e2f-404c-bc30-d5e09309b06a,659849,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,02.Medium,15.0,16.0,No,No,Modified,0.0,0.3248951202595687,0.0,32.48951202595687
002233e4-c3d5-4a78-b64e-fa9b7fdef393,659833,API,Olark Chat,No,No,0,0.0,0,0.0,View in browser link Clicked,,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Other Leads,Select,03.Low,02.Medium,12.0,14.0,No,No,Modified,1.0,0.7529036035827703,1.0,75.29036035827703
991c2560-128d-4222-a4c6-5aa393c4fafa,659830,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified,1.0,0.9889009415103704,1.0,98.89009415103705
671f2615-8210-4792-abdd-a1588060cd27,659819,Landing Page Submission,Direct Traffic,No,No,0,1.0,1710,1.0,Converted to Lead,India,Retail Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Potential Lead,Thane & Outskirts,01.High,01.High,16.0,19.0,No,Yes,Modified,0.0,0.024719734932108692,0.0,2.4719734932108692
ac430bc0-d235-4f54-9c2b-3d1b7e52849e,659820,Landing Page Submission,Direct Traffic,No,No,0,4.0,219,4.0,Email Opened,India,Business Administration,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened,1.0,0.8707758699866195,1.0,87.07758699866194
fe6dff62-8217-428b-876a-ec931f251f63,659806,Landing Page Submission,Referral Sites,Yes,No,0,3.0,111,3.0,Email Bounced,India,International Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Other Metro Cities,02.Medium,02.Medium,13.0,15.0,No,Yes,Modified,0.0,0.648540064913539,1.0,64.8540064913539
